ID,lat,long
1,36.022694,-78.91793
2,36.023487,-78.918724
3,36.022655,-78.91786
4,36.022655,-78.91786
5,36.022717,-78.91794
6,36.02169,-78.916664
7,36.02169,-78.916664
8,36.028286,-78.91788
9,36.028286,-78.919464
10,36.029987,-78.92197
11,36.016888,-78.911995
12,36.016888,-78.911995
13,36.01689,-78.911
14,36.01692,-78.90899
15,36.01692,-78.90899
16,36.01692,-78.90899
17,36.02951,-78.92654
18,36.02951,-78.92654
19,36.029076,-78.928116
20,36.02961,-78.92666
21,36.02961,-78.92666
22,36.029587,-78.92665
23,36.029587,-78.92665
24,36.030754,-78.92806
25,36.010075,-78.91959
26,36.010525,-78.92814
27,36.014973,-78.93416
28,36.035683,-78.92934
29,36.005398,-78.92331
30,36.03373,-78.93567
31,36.037937,-78.92954
32,36.037937,-78.92954
33,36.00835,-78.9002
34,36.018776,-78.94498
35,36.005478,-78.90143
36,36.004627,-78.90254
37,36.004627,-78.90254
38,36.018963,-78.94545
39,36.018963,-78.94545
40,36.01877,-78.94499
41,36.017803,-78.890015
42,36.017803,-78.890015
43,36.017803,-78.890015
44,36.036892,-78.895744
45,36.01782,-78.89
46,36.0038,-78.89841
47,35.998985,-78.90752
48,36.01691,-78.889496
49,35.999588,-78.906494
50,36.030727,-78.89057
51,35.996788,-78.91598
52,36.013596,-78.94818
53,36.013596,-78.94818
54,36.016003,-78.88882
55,36.016003,-78.88882
56,36.019714,-78.887146
57,36.035828,-78.89373
58,36.015175,-78.8882
59,36.01877,-78.94499
60,36.017803,-78.890015
61,36.017803,-78.890015
62,36.017803,-78.890015
63,36.0187,-78.88999
64,36.036892,-78.895744
65,36.01782,-78.89
66,36.01782,-78.89
67,36.01782,-78.89
68,36.0038,-78.89841
69,35.998985,-78.90752
70,36.0306,-78.89056
71,36.0306,-78.89056
72,36.01691,-78.889496
73,35.999588,-78.906494
74,36.041542,-78.900116
75,36.030727,-78.89057
76,35.996788,-78.91598
77,36.013596,-78.94818
78,36.013596,-78.94818
79,36.013596,-78.94818
80,36.016003,-78.88882
81,36.016003,-78.88882
82,36.016003,-78.88882
83,36.021324,-78.950966
84,36.021324,-78.950966
85,36.019714,-78.887146
86,35.99697,-78.91031
87,36.035828,-78.89373
88,36.006725,-78.94713
89,36.015175,-78.8882
90,36.022285,-78.95318
91,36.022285,-78.95318
92,36.022285,-78.95318
93,35.99696,-78.90432
94,36.049526,-78.9058
95,36.0225,-78.953674
96,36.00341,-78.89295
97,36.00341,-78.89295
98,36.03626,-78.888275
99,35.992012,-78.92157
100,36.05022,-78.90571
101,36.05022,-78.90571
102,36.05022,-78.90571
103,36.05133,-78.90532
104,36.05133,-78.90532
105,36.007088,-78.88666
106,35.992107,-78.905
107,36.005795,-78.885216
108,36.051884,-78.903595
109,35.990078,-78.9031
110,35.98886,-78.92504
111,36.054253,-78.90322
112,36.054253,-78.90322
113,36.054253,-78.90322
114,36.05425,-78.90321
115,36.013184,-78.824615
116,36.021904,-78.81067
117,36.021904,-78.81067
118,36.021904,-78.81067
119,36.029564,-78.839836
120,36.036842,-78.82291
121,36.029564,-78.839836
122,36.03152,-78.84111
123,36.025608,-78.850174
124,36.025608,-78.850174
125,35.981754,-78.822365
126,35.98134,-78.82064
127,35.98134,-78.82064
128,36.005104,-78.86658
129,35.976963,-78.795166
130,35.976505,-78.79326
131,35.976574,-78.79279
132,35.976574,-78.79279
133,35.99488,-78.86521
134,35.97363,-78.79569
135,36.02684,-78.87095
136,35.99235,-78.86884
137,35.99251,-78.869
138,35.99251,-78.869
139,35.99251,-78.869
140,35.994064,-78.87051
141,36.03927,-78.87433
142,36.037766,-78.874794
143,36.037766,-78.874794
144,35.998875,-78.880615
145,35.965508,-78.84679
146,35.965508,-78.84679
147,35.96591,-78.84482
148,36.003647,-78.87954
149,36.015175,-78.8882
150,36.007088,-78.88666
151,36.005795,-78.885216
152,35.982056,-78.87505
153,35.97389,-78.868
154,36.019714,-78.887146
155,36.016003,-78.88882
156,36.016003,-78.88882
157,35.981625,-78.8766
158,36.01691,-78.889496
159,35.982586,-78.879364
160,36.01782,-78.89
161,36.017803,-78.890015
162,36.017803,-78.890015
163,36.017803,-78.890015
164,36.016003,-78.88882
165,36.016003,-78.88882
166,36.016003,-78.88882
167,35.981625,-78.8766
168,36.01691,-78.889496
169,35.982586,-78.879364
170,35.998264,-78.885864
171,36.01782,-78.89
172,36.01782,-78.89
173,36.01782,-78.89
174,36.0187,-78.88999
175,36.017803,-78.890015
176,36.017803,-78.890015
177,36.017803,-78.890015
178,35.992672,-78.886024
179,35.992672,-78.886024
180,35.95562,-78.841095
181,35.95562,-78.841095
182,36.03626,-78.888275
183,36.030727,-78.89057
184,36.00341,-78.89295
185,36.00341,-78.89295
186,36.0306,-78.89056
187,36.0306,-78.89056
188,35.98725,-78.887955
189,35.95734,-78.853325
190,36.035828,-78.89373
191,35.983826,-78.889626
192,35.983826,-78.889626
193,36.00835,-78.9002
194,36.0038,-78.89841
195,36.036892,-78.895744
196,35.948257,-78.83764
197,35.948257,-78.83764
198,35.98102,-78.89103
199,36.037037,-78.89645
200,36.005478,-78.90143
201,35.978252,-78.888535
202,35.98098,-78.89105
203,35.98098,-78.89105
204,36.004627,-78.90254
205,36.004627,-78.90254
206,35.945316,-78.83799
207,35.98475,-78.89904
208,35.99696,-78.90432
209,35.990078,-78.9031
210,36.041542,-78.900116
211,35.999588,-78.906494
212,35.992107,-78.905
213,36.01692,-78.90899
214,36.01692,-78.90899
215,36.01692,-78.90899
216,35.998985,-78.90752
217,35.97068,-78.89398
218,36.164993,-78.87778
219,36.217594,-78.92592
220,36.217594,-78.92592
221,36.21649,-78.92524
222,36.12475,-78.94052
223,36.12475,-78.94052
224,36.12475,-78.94052
225,36.140804,-78.953316
226,36.221935,-78.92785
227,36.140804,-78.953316
228,36.10152,-78.91024
229,36.07649,-78.9098
230,36.077312,-78.91052
231,36.082897,-78.931465
232,36.059246,-78.90318
233,36.054928,-78.90327
234,36.05489,-78.903244
235,36.05425,-78.90321
236,36.054253,-78.90322
237,36.05133,-78.90532
238,36.056488,-78.92924
239,36.049526,-78.9058
240,36.03927,-78.87433
241,36.037766,-78.874794
242,36.037766,-78.874794
243,36.035828,-78.89373
244,36.036892,-78.895744
245,36.03626,-78.888275
246,36.036842,-78.82291
247,36.030727,-78.89057
248,36.035683,-78.92934
249,36.02684,-78.87095
250,36.03152,-78.84111
251,36.029564,-78.839836
252,36.025608,-78.850174
253,36.030754,-78.92806
254,36.029987,-78.92197
255,36.028286,-78.91788
256,36.028286,-78.919464
257,36.029587,-78.92665
258,36.029587,-78.92665
259,36.041542,-78.900116
260,36.03927,-78.87433
261,36.003647,-78.87954
262,36.037766,-78.874794
263,36.037766,-78.874794
264,36.035828,-78.89373
265,36.036892,-78.895744
266,36.04509,-78.81527
267,36.03626,-78.888275
268,36.037037,-78.89645
269,36.036842,-78.82291
270,36.030727,-78.89057
271,36.037937,-78.92954
272,36.037937,-78.92954
273,36.0306,-78.89056
274,36.0306,-78.89056
275,36.035683,-78.92934
276,36.029564,-78.839836
277,36.02684,-78.87095
278,36.03152,-78.84111
279,36.029564,-78.839836
280,36.031876,-78.928856
281,36.025608,-78.850174
282,36.025608,-78.850174
283,36.02759,-78.91394
284,36.030754,-78.92806
285,36.04314,-78.96304
286,36.029987,-78.92197
287,36.028286,-78.91788
288,36.02961,-78.92666
289,36.02961,-78.92666
290,36.028286,-78.919464
291,36.029587,-78.92665
292,36.02951,-78.92654
293,36.02951,-78.92654
294,36.029587,-78.92665
295,36.029076,-78.928116
296,36.03373,-78.93567
297,36.033676,-78.93567
298,36.033676,-78.93567
299,36.019714,-78.887146
300,36.023487,-78.918724
301,36.022717,-78.91794
302,36.022655,-78.91786
303,36.022655,-78.91786
304,36.0187,-78.88999
305,35.976574,-78.79279
306,35.976574,-78.79279
307,35.97363,-78.79569
308,35.976963,-78.795166
309,35.976963,-78.795166
310,35.976505,-78.79326
311,35.98134,-78.82064
312,35.98134,-78.82064
313,35.981754,-78.822365
314,36.021904,-78.81067
315,36.021904,-78.81067
316,35.92358,-78.810814
317,36.013184,-78.824615
318,35.948257,-78.83764
319,35.965508,-78.84679
320,35.965508,-78.84679
321,35.95734,-78.853325
322,36.036842,-78.82291
323,35.92346,-78.84702
324,36.029564,-78.839836
325,36.03152,-78.84111
326,35.97389,-78.868
327,35.99488,-78.86521
328,36.025608,-78.850174
329,35.99235,-78.86884
330,35.99251,-78.869
331,35.99251,-78.869
332,35.99251,-78.869
333,36.005104,-78.86658
334,35.994064,-78.87051
335,35.982056,-78.87505
336,36.04509,-78.81527
337,35.92346,-78.84702
338,36.029564,-78.839836
339,36.029564,-78.839836
340,36.03152,-78.84111
341,35.97389,-78.868
342,35.99488,-78.86521
343,36.025608,-78.850174
344,36.025608,-78.850174
345,35.990726,-78.86737
346,35.990726,-78.86737
347,35.99235,-78.86884
348,35.99251,-78.869
349,35.99251,-78.869
350,35.99251,-78.869
351,35.99251,-78.869
352,36.005104,-78.86658
353,35.994064,-78.87051
354,35.982056,-78.87505
355,35.981625,-78.8766
356,35.89601,-78.836365
357,35.982586,-78.879364
358,35.998875,-78.880615
359,36.02684,-78.87095
360,35.992672,-78.886024
361,35.992672,-78.886024
362,35.902317,-78.8956
363,35.95517,-78.8913
364,35.93553,-78.887794
365,35.902317,-78.8956
366,35.921432,-78.93459
367,35.92344,-78.92701
368,35.920166,-78.92921
369,35.918667,-78.96234
370,35.905384,-78.91679
371,35.91185,-78.93405
372,35.911037,-78.937256
373,35.912067,-78.89255
374,35.912067,-78.89255
375,35.912067,-78.89255
376,35.912067,-78.89255
377,35.90265,-78.898
378,35.89503,-78.910545
379,35.90218,-78.93948
380,35.900314,-78.89619
381,35.90083,-78.89081
382,35.893326,-78.896965
383,35.949627,-78.922806
384,35.94941,-78.90378
385,35.953983,-78.90615
386,35.953983,-78.90615
387,35.953983,-78.90615
388,35.902164,-78.95824
389,35.903664,-78.91107
390,35.957188,-78.89215
391,35.95714,-78.89213
392,35.96334,-78.90764
393,35.965282,-78.908424
394,35.965496,-78.91967
395,35.965496,-78.91967
396,35.96516,-78.91909
397,35.96516,-78.91909
398,35.966217,-78.917404
399,35.96311,-78.9475
400,35.94927,-78.96818
401,35.969124,-78.90236
402,35.96802,-78.9404
403,35.97165,-78.93803
404,35.90982,-78.98368
405,35.97068,-78.89398
406,35.962803,-78.960304
407,35.972126,-78.94324
408,35.97472,-78.92646
409,35.963715,-78.959435
410,35.97728,-78.93595
411,35.903664,-78.91107
412,35.95517,-78.8913
413,35.95517,-78.8913
414,35.957188,-78.89215
415,35.95714,-78.89213
416,35.96334,-78.90764
417,35.965282,-78.908424
418,35.918808,-78.96165
419,35.965496,-78.91967
420,35.965496,-78.91967
421,35.96516,-78.91909
422,35.96516,-78.91909
423,35.966217,-78.917404
424,35.96311,-78.9475
425,35.96311,-78.9475
426,35.949066,-78.968315
427,35.94927,-78.96818
428,35.94927,-78.96818
429,35.969124,-78.90236
430,35.968155,-78.93993
431,35.96802,-78.9404
432,35.97165,-78.93803
433,35.97165,-78.93803
434,35.91141,-78.983955
435,35.91141,-78.983955
436,35.90982,-78.98368
437,35.97068,-78.89398
438,35.97068,-78.89398
439,35.962803,-78.960304
440,35.970993,-78.93843
441,35.972126,-78.94324
442,35.974045,-78.931366
443,35.972137,-78.94324
444,35.97472,-78.92646
445,35.963715,-78.959435
446,35.92346,-78.84702
447,35.975903,-78.92556
448,35.974415,-78.934654
449,35.973404,-78.937
450,35.97728,-78.93595
451,35.97728,-78.93595
452,35.978252,-78.888535
453,35.88362,-78.85006
454,35.883396,-78.85006
455,35.883396,-78.85006
456,35.98098,-78.89105
457,35.98098,-78.89105
458,36.10152,-78.91024
459,36.083473,-78.93183
460,36.083473,-78.93183
461,36.082897,-78.931465
462,36.12475,-78.94052
463,36.12475,-78.94052
464,36.12475,-78.94052
465,36.077312,-78.91052
466,36.077312,-78.91052
467,36.140804,-78.953316
468,36.140804,-78.953316
469,36.059246,-78.90318
470,36.059246,-78.90318
471,36.054928,-78.90327
472,36.056488,-78.92924
473,36.05489,-78.903244
474,36.054253,-78.90322
475,36.05425,-78.90321
476,36.05133,-78.90532
477,36.05133,-78.90532
478,36.05022,-78.90571
479,36.049526,-78.9058
480,36.035683,-78.92934
481,36.036892,-78.895744
482,36.035828,-78.89373
483,36.164993,-78.87778
484,36.030754,-78.92806
485,36.03626,-78.888275
486,36.029587,-78.92665
487,36.029587,-78.92665
488,36.029987,-78.92197
489,36.028286,-78.919464
490,36.03927,-78.87433
491,36.003647,-78.87954
492,36.037766,-78.874794
493,36.037766,-78.874794
494,36.028286,-78.91788
495,36.030727,-78.89057
496,36.022717,-78.91794
497,36.022655,-78.91786
498,36.022655,-78.91786
499,36.02169,-78.916664
500,36.02169,-78.916664
501,36.026936,-78.96529
502,36.0225,-78.953674
503,36.022285,-78.95318
504,36.03296,-78.979225
505,36.03296,-78.979225
506,36.035145,-78.98135
507,36.018963,-78.94545
508,36.018963,-78.94545
509,36.01877,-78.94499
510,36.018776,-78.94498
511,36.01689,-78.911
512,36.02684,-78.87095
513,36.01692,-78.90899
514,36.01692,-78.90899
515,36.01692,-78.90899
516,36.016888,-78.911995
517,36.033676,-78.93567
518,36.028286,-78.919464
519,36.03927,-78.87433
520,36.003647,-78.87954
521,36.02759,-78.91394
522,36.037766,-78.874794
523,36.037766,-78.874794
524,36.028286,-78.91788
525,36.030727,-78.89057
526,36.0306,-78.89056
527,36.0306,-78.89056
528,36.023487,-78.918724
529,36.022717,-78.91794
530,36.022655,-78.91786
531,36.022655,-78.91786
532,36.022694,-78.91793
533,36.02169,-78.916664
534,36.02169,-78.916664
535,36.026936,-78.96529
536,36.0225,-78.953674
537,36.022285,-78.95318
538,36.022285,-78.95318
539,36.022285,-78.95318
540,36.03296,-78.979225
541,36.03296,-78.979225
542,36.03296,-78.979225
543,36.035145,-78.98135
544,36.021324,-78.950966
545,36.021324,-78.950966
546,36.018963,-78.94545
547,36.018963,-78.94545
548,36.018963,-78.94545
549,36.018963,-78.94545
550,36.01877,-78.94499
551,36.018776,-78.94498
552,36.018776,-78.94498
553,36.019077,-78.94555
554,36.01689,-78.911
555,36.02684,-78.87095
556,36.01692,-78.90899
557,36.01692,-78.90899
558,36.01692,-78.90899
559,36.016888,-78.911995
560,36.016888,-78.911995
561,36.0187,-78.88999
562,36.019714,-78.887146
563,36.017803,-78.890015
564,36.017803,-78.890015
565,36.017803,-78.890015
566,36.014973,-78.93416
567,36.01782,-78.89
568,36.01782,-78.89
569,36.01782,-78.89
570,36.01691,-78.889496
571,36.016003,-78.88882
572,36.016003,-78.88882
573,36.016003,-78.88882
574,36.015175,-78.8882
575,36.013596,-78.94818
576,36.013596,-78.94818
577,36.10152,-78.91024
578,36.083473,-78.93183
579,36.083473,-78.93183
580,36.082897,-78.931465
581,36.12475,-78.94052
582,36.12475,-78.94052
583,36.12475,-78.94052
584,36.077312,-78.91052
585,36.077312,-78.91052
586,36.140804,-78.953316
587,36.140804,-78.953316
588,36.059246,-78.90318
589,36.059246,-78.90318
590,36.054928,-78.90327
591,36.056488,-78.92924
592,36.05489,-78.903244
593,36.054253,-78.90322
594,36.05425,-78.90321
595,36.05133,-78.90532
596,36.05133,-78.90532
597,36.05022,-78.90571
598,36.049526,-78.9058
599,36.035683,-78.92934
600,36.036892,-78.895744
601,36.035828,-78.89373
602,36.164993,-78.87778
603,36.030754,-78.92806
604,36.03626,-78.888275
605,36.029587,-78.92665
606,36.029587,-78.92665
607,36.029987,-78.92197
608,36.028286,-78.919464
609,36.03927,-78.87433
610,36.003647,-78.87954
611,36.037766,-78.874794
612,36.037766,-78.874794
613,36.028286,-78.91788
614,36.030727,-78.89057
615,36.022717,-78.91794
616,36.022655,-78.91786
617,36.022655,-78.91786
618,36.02169,-78.916664
619,36.02169,-78.916664
620,36.026936,-78.96529
621,36.0225,-78.953674
622,36.022285,-78.95318
623,36.03296,-78.979225
624,36.03296,-78.979225
625,36.035145,-78.98135
626,36.018963,-78.94545
627,36.018963,-78.94545
628,36.01877,-78.94499
629,36.018776,-78.94498
630,36.01689,-78.911
631,36.02684,-78.87095
632,36.01692,-78.90899
633,36.01692,-78.90899
634,36.01692,-78.90899
635,36.016888,-78.911995
636,36.033676,-78.93567
637,36.028286,-78.919464
638,36.03927,-78.87433
639,36.003647,-78.87954
640,36.02759,-78.91394
641,36.037766,-78.874794
642,36.037766,-78.874794
643,36.028286,-78.91788
644,36.030727,-78.89057
645,36.0306,-78.89056
646,36.0306,-78.89056
647,36.023487,-78.918724
648,36.022717,-78.91794
649,36.022655,-78.91786
650,36.022655,-78.91786
651,36.022694,-78.91793
652,36.02169,-78.916664
653,36.02169,-78.916664
654,36.026936,-78.96529
655,36.0225,-78.953674
656,36.022285,-78.95318
657,36.022285,-78.95318
658,36.022285,-78.95318
659,36.03296,-78.979225
660,36.03296,-78.979225
661,36.03296,-78.979225
662,36.035145,-78.98135
663,36.021324,-78.950966
664,36.021324,-78.950966
665,36.018963,-78.94545
666,36.018963,-78.94545
667,36.018963,-78.94545
668,36.018963,-78.94545
669,36.01877,-78.94499
670,36.018776,-78.94498
671,36.018776,-78.94498
672,36.019077,-78.94555
673,36.01689,-78.911
674,36.02684,-78.87095
675,36.01692,-78.90899
676,36.01692,-78.90899
677,36.01692,-78.90899
678,36.016888,-78.911995
679,36.016888,-78.911995
680,36.0187,-78.88999
681,36.019714,-78.887146
682,36.017803,-78.890015
683,36.017803,-78.890015
684,36.017803,-78.890015
685,36.014973,-78.93416
686,36.01782,-78.89
687,36.01782,-78.89
688,36.01782,-78.89
689,36.01691,-78.889496
690,36.016003,-78.88882
691,36.016003,-78.88882
692,36.016003,-78.88882
693,36.015175,-78.8882
694,36.013596,-78.94818
695,36.013596,-78.94818
696,36.10152,-78.91024
697,36.083473,-78.93183
698,36.083473,-78.93183
699,36.082897,-78.931465
700,36.12475,-78.94052
701,36.12475,-78.94052
702,36.12475,-78.94052
703,36.077312,-78.91052
704,36.077312,-78.91052
705,36.140804,-78.953316
706,36.140804,-78.953316
707,36.059246,-78.90318
708,36.059246,-78.90318
709,36.054928,-78.90327
710,36.056488,-78.92924
711,36.05489,-78.903244
712,36.054253,-78.90322
713,36.05425,-78.90321
714,36.05133,-78.90532
715,36.05133,-78.90532
716,36.05022,-78.90571
717,36.049526,-78.9058
718,36.035683,-78.92934
719,36.036892,-78.895744
720,36.035828,-78.89373
721,36.164993,-78.87778
722,36.030754,-78.92806
723,36.03626,-78.888275
724,36.029587,-78.92665
725,36.029587,-78.92665
726,36.029987,-78.92197
727,36.028286,-78.919464
728,36.03927,-78.87433
729,36.003647,-78.87954
730,36.037766,-78.874794
731,36.037766,-78.874794
732,36.028286,-78.91788
733,36.030727,-78.89057
734,36.022717,-78.91794
735,36.022655,-78.91786
736,36.022655,-78.91786
737,36.02169,-78.916664
738,36.02169,-78.916664
739,36.026936,-78.96529
740,36.0225,-78.953674
741,36.022285,-78.95318
742,36.03296,-78.979225
743,36.03296,-78.979225
744,36.035145,-78.98135
745,36.018963,-78.94545
746,36.018963,-78.94545
747,36.01877,-78.94499
748,36.018776,-78.94498
749,36.01689,-78.911
750,36.02684,-78.87095
751,36.01692,-78.90899
752,36.01692,-78.90899
753,36.01692,-78.90899
754,36.016888,-78.911995
755,36.033676,-78.93567
756,36.028286,-78.919464
757,36.03927,-78.87433
758,36.003647,-78.87954
759,36.02759,-78.91394
760,36.037766,-78.874794
761,36.037766,-78.874794
762,36.028286,-78.91788
763,36.030727,-78.89057
764,36.0306,-78.89056
765,36.0306,-78.89056
766,36.023487,-78.918724
767,36.022717,-78.91794
768,36.022655,-78.91786
769,36.022655,-78.91786
770,36.022694,-78.91793
771,36.02169,-78.916664
772,36.02169,-78.916664
773,36.026936,-78.96529
774,36.0225,-78.953674
775,36.022285,-78.95318
776,36.022285,-78.95318
777,36.022285,-78.95318
778,36.03296,-78.979225
779,36.03296,-78.979225
780,36.03296,-78.979225
781,36.035145,-78.98135
782,36.021324,-78.950966
783,36.021324,-78.950966
784,36.018963,-78.94545
785,36.018963,-78.94545
786,36.018963,-78.94545
787,36.018963,-78.94545
788,36.01877,-78.94499
789,36.018776,-78.94498
790,36.018776,-78.94498
791,36.019077,-78.94555
792,36.01689,-78.911
793,36.02684,-78.87095
794,36.01692,-78.90899
795,36.01692,-78.90899
796,36.01692,-78.90899
797,36.016888,-78.911995
798,36.016888,-78.911995
799,36.0187,-78.88999
800,36.019714,-78.887146
801,36.017803,-78.890015
802,36.017803,-78.890015
803,36.017803,-78.890015
804,36.014973,-78.93416
805,36.01782,-78.89
806,36.01782,-78.89
807,36.01782,-78.89
808,36.01691,-78.889496
809,36.016003,-78.88882
810,36.016003,-78.88882
811,36.016003,-78.88882
812,36.015175,-78.8882
813,36.013596,-78.94818
814,36.013596,-78.94818
815,36.028286,-78.919464
816,35.963715,-78.959435
817,35.95253,-78.98964
818,35.90265,-78.898
819,35.90982,-78.98368
820,35.92358,-78.810814
821,36.028286,-78.919464
822,35.92358,-78.810814
823,35.963715,-78.959435
824,35.90265,-78.898
825,35.95253,-78.98964
826,35.90982,-78.98368
827,36.028286,-78.919464
828,35.963715,-78.959435
829,35.95253,-78.98964
830,35.92358,-78.810814
831,35.90265,-78.898
832,35.90982,-78.98368
833,35.92358,-78.810814
834,35.90265,-78.898
835,36.028286,-78.919464
836,35.963715,-78.959435
837,35.95253,-78.98964
838,35.90982,-78.98368
839,35.90265,-78.898
840,35.90982,-78.98368
841,35.963715,-78.959435
842,35.95253,-78.98964
843,35.92358,-78.810814
844,36.028286,-78.919464
845,36.028286,-78.919464
846,35.963715,-78.959435
847,35.95253,-78.98964
848,35.90982,-78.98368
849,35.92358,-78.810814
850,35.90265,-78.898
